original_path,size_bytes,decision
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/scipy/sparse/linalg/_isolve/lsqr.py,21322,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/scipy/sparse/linalg/_isolve/minres.py,10862,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/scipy/sparse/linalg/_isolve/tests/test_gcrotmk.py,6069,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/scipy/sparse/linalg/_isolve/tests/test_iterative.py,26265,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/scipy/sparse/linalg/_isolve/tests/test_lgmres.py,7695,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/scipy/sparse/linalg/_isolve/tests/test_lsmr.py,6362,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/scipy/sparse/linalg/_isolve/tests/test_lsqr.py,3759,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/scipy/sparse/linalg/_isolve/tests/test_minres.py,2434,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/scipy/sparse/linalg/_isolve/tests/test_utils.py,265,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/scipy/sparse/linalg/_isolve/tests/__init__.py,0,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/scipy/sparse/linalg/_isolve/tests/__pycache__/test_gcrotmk.cpython-312.pyc,10328,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/scipy/sparse/linalg/_isolve/tests/__pycache__/test_iterative.cpython-312.pyc,39984,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/scipy/sparse/linalg/_isolve/tests/__pycache__/test_lgmres.cpython-312.pyc,12997,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/scipy/sparse/linalg/_isolve/tests/__pycache__/test_lsmr.cpython-312.pyc,11628,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/scipy/sparse/linalg/_isolve/tests/__pycache__/test_lsqr.cpython-312.pyc,6122,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/scipy/sparse/linalg/_isolve/tests/__pycache__/test_minres.cpython-312.pyc,5427,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/scipy/sparse/linalg/_isolve/tests/__pycache__/test_utils.cpython-312.pyc,805,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/scipy/sparse/linalg/_isolve/tests/__pycache__/__init__.cpython-312.pyc,208,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/scipy/sparse/linalg/_isolve/tfqmr.py,6161,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/scipy/sparse/linalg/_isolve/utils.py,3387,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/scipy/sparse/linalg/_isolve/_gcrotmk.py,15746,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/scipy/sparse/linalg/_isolve/__init__.py,479,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/scipy/sparse/linalg/_isolve/__pycache__/iterative.cpython-312.pyc,37373,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/scipy/sparse/linalg/_isolve/__pycache__/lgmres.cpython-312.pyc,8624,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/scipy/sparse/linalg/_isolve/__pycache__/lsmr.cpython-312.pyc,14614,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/scipy/sparse/linalg/_isolve/__pycache__/lsqr.cpython-312.pyc,20614,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/scipy/sparse/linalg/_isolve/__pycache__/minres.cpython-312.pyc,10023,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/scipy/sparse/linalg/_isolve/__pycache__/tfqmr.cpython-312.pyc,7099,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/scipy/sparse/linalg/_isolve/__pycache__/utils.cpython-312.pyc,4669,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/scipy/sparse/linalg/_isolve/__pycache__/_gcrotmk.cpython-312.pyc,16390,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/scipy/sparse/linalg/_isolve/__pycache__/__init__.cpython-312.pyc,688,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/scipy/sparse/linalg/_matfuncs.py,29338,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/scipy/sparse/linalg/_norm.py,6120,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/scipy/sparse/linalg/_onenormest.py,15482,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/scipy/sparse/linalg/_propack.cpython-312-x86_64-linux-gnu.so,552529,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/scipy/sparse/linalg/_special_sparse_arrays.py,34361,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/scipy/sparse/linalg/_svdp.py,10352,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/scipy/sparse/linalg/__init__.py,4228,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/scipy/sparse/linalg/__pycache__/dsolve.cpython-312.pyc,778,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/scipy/sparse/linalg/__pycache__/eigen.cpython-312.pyc,747,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/scipy/sparse/linalg/__pycache__/interface.cpython-312.pyc,727,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/scipy/sparse/linalg/__pycache__/isolve.cpython-312.pyc,765,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/scipy/sparse/linalg/__pycache__/matfuncs.cpython-312.pyc,720,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/scipy/sparse/linalg/__pycache__/_expm_multiply.cpython-312.pyc,32429,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/scipy/sparse/linalg/__pycache__/_funm_multiply_krylov.cpython-312.pyc,14242,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/scipy/sparse/linalg/__pycache__/_interface.cpython-312.pyc,44651,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/scipy/sparse/linalg/__pycache__/_matfuncs.cpython-312.pyc,37828,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/scipy/sparse/linalg/__pycache__/_norm.cpython-312.pyc,7469,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/scipy/sparse/linalg/__pycache__/_onenormest.cpython-312.pyc,17436,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/scipy/sparse/linalg/__pycache__/_special_sparse_arrays.cpython-312.pyc,44517,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/scipy/sparse/linalg/__pycache__/_svdp.cpython-312.pyc,12373,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/scipy/sparse/linalg/__pycache__/__init__.cpython-312.pyc,4568,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/scipy/sparse/sparsetools.py,516,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/scipy/sparse/spfuncs.py,508,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/scipy/sparse/sputils.py,508,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/scipy/sparse/tests/data/csc_py2.npz,846,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/scipy/sparse/tests/data/csc_py3.npz,851,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/scipy/sparse/tests/test_64bit.py,12975,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/scipy/sparse/tests/test_arithmetic1d.py,11984,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/scipy/sparse/tests/test_array_api.py,14186,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/scipy/sparse/tests/test_base.py,224450,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/scipy/sparse/tests/test_common1d.py,15653,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/scipy/sparse/tests/test_construct.py,50069,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/scipy/sparse/tests/test_coo.py,48368,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/scipy/sparse/tests/test_csc.py,4313,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/scipy/sparse/tests/test_csr.py,8239,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/scipy/sparse/tests/test_dok.py,6630,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/scipy/sparse/tests/test_extract.py,1685,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/scipy/sparse/tests/test_indexing1d.py,21067,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/scipy/sparse/tests/test_matrix_io.py,3867,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/scipy/sparse/tests/test_minmax1d.py,4269,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/scipy/sparse/tests/test_sparsetools.py,10613,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/scipy/sparse/tests/test_spfuncs.py,3258,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/scipy/sparse/tests/test_sputils.py,16486,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/scipy/sparse/tests/__init__.py,0,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/scipy/sparse/tests/__pycache__/test_64bit.cpython-312.pyc,17555,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/scipy/sparse/tests/__pycache__/test_arithmetic1d.cpython-312.pyc,20355,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/scipy/sparse/tests/__pycache__/test_array_api.cpython-312.pyc,30232,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/scipy/sparse/tests/__pycache__/test_base.cpython-312.pyc,354239,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/scipy/sparse/tests/__pycache__/test_common1d.cpython-312.pyc,27695,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/scipy/sparse/tests/__pycache__/test_construct.cpython-312.pyc,81231,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/scipy/sparse/tests/__pycache__/test_coo.cpython-312.pyc,85531,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/scipy/sparse/tests/__pycache__/test_csc.cpython-312.pyc,6538,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/scipy/sparse/tests/__pycache__/test_csr.cpython-312.pyc,12999,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/scipy/sparse/tests/__pycache__/test_dok.cpython-312.pyc,14844,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/scipy/sparse/tests/__pycache__/test_extract.cpython-312.pyc,3535,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/scipy/sparse/tests/__pycache__/test_indexing1d.cpython-312.pyc,38559,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/scipy/sparse/tests/__pycache__/test_matrix_io.cpython-312.pyc,7389,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/scipy/sparse/tests/__pycache__/test_minmax1d.cpython-312.pyc,8010,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/scipy/sparse/tests/__pycache__/test_sparsetools.cpython-312.pyc,19209,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/scipy/sparse/tests/__pycache__/test_spfuncs.cpython-312.pyc,6492,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/scipy/sparse/tests/__pycache__/test_sputils.cpython-312.pyc,27481,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/scipy/sparse/tests/__pycache__/__init__.cpython-312.pyc,193,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/scipy/sparse/_base.py,58343,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/scipy/sparse/_bsr.py,31157,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/scipy/sparse/_compressed.py,52058,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/scipy/sparse/_construct.py,59658,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/scipy/sparse/_coo.py,75029,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/scipy/sparse/_csc.py,11162,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/scipy/sparse/_csparsetools.cpython-312-x86_64-linux-gnu.so,462520,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/scipy/sparse/_csr.py,18601,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/scipy/sparse/_data.py,20980,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/scipy/sparse/_dia.py,23643,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/scipy/sparse/_dok.py,23387,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/scipy/sparse/_extract.py,5058,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/scipy/sparse/_index.py,18216,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/scipy/sparse/_lil.py,20889,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/scipy/sparse/_matrix.py,5022,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/scipy/sparse/_matrix_io.py,6241,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/scipy/sparse/_sparsetools.cpython-312-x86_64-linux-gnu.so,4524560,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/scipy/sparse/_spfuncs.py,1987,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/scipy/sparse/_sputils.py,21095,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/scipy/sparse/__init__.py,10109,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/scipy/sparse/__pycache__/base.cpython-312.pyc,730,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/scipy/sparse/__pycache__/bsr.cpython-312.pyc,693,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/scipy/sparse/__pycache__/compressed.cpython-312.pyc,702,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/scipy/sparse/__pycache__/construct.cpython-312.pyc,854,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/scipy/sparse/__pycache__/coo.cpython-312.pyc,718,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/scipy/sparse/__pycache__/csc.cpython-312.pyc,693,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/scipy/sparse/__pycache__/csr.cpython-312.pyc,693,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/scipy/sparse/__pycache__/data.cpython-312.pyc,712,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/scipy/sparse/__pycache__/dia.cpython-312.pyc,693,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/scipy/sparse/__pycache__/dok.cpython-312.pyc,693,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/scipy/sparse/__pycache__/extract.cpython-312.pyc,697,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/scipy/sparse/__pycache__/lil.cpython-312.pyc,694,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/scipy/sparse/__pycache__/sparsetools.cpython-312.pyc,732,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/scipy/sparse/__pycache__/spfuncs.cpython-312.pyc,719,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/scipy/sparse/__pycache__/sputils.cpython-312.pyc,719,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/scipy/sparse/__pycache__/_base.cpython-312.pyc,70584,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/scipy/sparse/__pycache__/_bsr.cpython-312.pyc,39315,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/scipy/sparse/__pycache__/_compressed.cpython-312.pyc,70806,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/scipy/sparse/__pycache__/_construct.cpython-312.pyc,69792,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/scipy/sparse/__pycache__/_coo.cpython-312.pyc,93231,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/scipy/sparse/__pycache__/_csc.cpython-312.pyc,14185,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/scipy/sparse/__pycache__/_csr.cpython-312.pyc,24766,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/scipy/sparse/__pycache__/_data.cpython-312.pyc,25820,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/scipy/sparse/__pycache__/_dia.cpython-312.pyc,31023,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/scipy/sparse/__pycache__/_dok.cpython-312.pyc,39562,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/scipy/sparse/__pycache__/_extract.cpython-312.pyc,5999,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/scipy/sparse/__pycache__/_index.cpython-312.pyc,21442,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/scipy/sparse/__pycache__/_lil.cpython-312.pyc,30135,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/scipy/sparse/__pycache__/_matrix.cpython-312.pyc,7316,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/scipy/sparse/__pycache__/_matrix_io.cpython-312.pyc,7123,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/scipy/sparse/__pycache__/_spfuncs.cpython-312.pyc,2745,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/scipy/sparse/__pycache__/_sputils.cpython-312.pyc,28349,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/scipy/sparse/__pycache__/__init__.cpython-312.pyc,10648,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/scipy/spatial/ckdtree.py,523,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/scipy/spatial/distance.py,91845,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/scipy/spatial/distance.pyi,5007,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/scipy/spatial/kdtree.py,636,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/scipy/spatial/qhull.py,622,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/scipy/spatial/qhull_src/COPYING_QHULL.txt,1720,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/scipy/spatial/tests/data/cdist-X1.txt,5750,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/scipy/spatial/tests/data/cdist-X2.txt,11500,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/scipy/spatial/tests/data/degenerate_pointset.npz,22548,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/scipy/spatial/tests/data/iris.txt,15000,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/scipy/spatial/tests/data/pdist-boolean-inp.txt,50000,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/scipy/spatial/tests/data/pdist-chebyshev-ml-iris.txt,178801,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/scipy/spatial/tests/data/pdist-chebyshev-ml.txt,3041,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/scipy/spatial/tests/data/pdist-cityblock-ml-iris.txt,178801,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/scipy/spatial/tests/data/pdist-cityblock-ml.txt,3041,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/scipy/spatial/tests/data/pdist-correlation-ml-iris.txt,178801,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/scipy/spatial/tests/data/pdist-correlation-ml.txt,3041,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/scipy/spatial/tests/data/pdist-cosine-ml-iris.txt,178801,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/scipy/spatial/tests/data/pdist-cosine-ml.txt,3041,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/scipy/spatial/tests/data/pdist-double-inp.txt,50000,excluded: virtual environment/cache/binary dependency
A10_PTF_Rocket_selected/venv_rocket/lib/python3.12/site-packages/scipy/spatial/tests/data/pdist-euclidean-ml-iris.txt,178801,excluded: virtual environment/cache/binary dependency
